class,rank,token,mean_abs_shap
2,49,stock market,0.01262631306406187
2,50,concerns,0.012418309305439457
2,51,corp,0.01208662314508108
2,52,liberation day,0.011973885017317538
2,53,liberation,0.011973885017317538
2,54,high,0.011920858300727137
2,55,best,0.011287417495249058
2,56,slide,0.011256824264539276
2,57,buy,0.01088498695981424
2,58,ai,0.010547119102098003
2,59,today,0.00971121757542873
2,60,nuclear,0.009564053837900146
2,61,stayed,0.009464963669072278
2,62,losses,0.00942609840352749
2,63,tech,0.009324607840594266
2,64,timeline,0.009260435559178536
2,65,longest,0.009157005660025084
2,66,say,0.008913471567268318
2,67,cramer,0.008450974149920592
2,68,jobs,0.008208178128597575
2,69,futures flat,0.00817018918097885
2,70,global,0.008147190471584933
2,71,sharply,0.008004765121358833
2,72,nvidia,0.00794723466877262
2,73,tensions,0.007803093389641802
2,74,ease,0.0077136460278439106
2,75,tumble,0.007541203141770427
2,76,strong,0.007515490535118594
2,77,china trade,0.007503753212587573
2,78,session,0.007479986055137029
2,79,stocks buy,0.0074565946403056535
2,80,flat ahead,0.007243717679537834
2,81,trade,0.007235580108849148
2,82,nyse,0.007048098133232972
2,83,stay,0.006727816162158415
2,84,flat,0.006658139181875887
2,85,goldman sachs,0.006615795299371784
2,86,sachs,0.006615795299371784
2,87,goldman,0.006615795299371784
2,88,tariffs zerohedge,0.006605112226849269
2,89,lower,0.006476944288575793
2,90,uncertainty,0.006453482940034359
2,91,fed,0.006446425673213031
2,92,longest winning,0.006436027643955209
2,93,industrial average,0.006317667905173234
2,94,ag,0.006307704633540659
2,95,details,0.0062345059525081665
2,96,jim cramer,0.005930487026199269
2,97,jim,0.005869695281682069
2,98,claims,0.0058609134295755805
2,99,businesses,0.005792103384611254
2,100,trade war,0.005695477237867808
