class,rank,token,mean_abs_shap
0,1,500,0.04249713125535513
0,2,corporation,0.026276829678855036
0,3,year,0.025120242667719832
0,4,new,0.02214031831468156
0,5,tariffs,0.018662898010519506
0,6,news,0.017511320847175053
0,7,week,0.01720545981743398
0,8,fed,0.01698445060821602
0,9,stock news,0.016362139730873373
0,10,trading,0.014781470320046283
0,11,nyse,0.014133770367682848
0,12,futures,0.013917203000236958
0,13,earnings,0.013697462704279923
0,14,2025,0.013052524500529484
0,15,announces,0.01164201511626472
0,16,market,0.011053810615606811
0,17,company,0.010710474533823029
0,18,losses,0.010663288323667369
0,19,stocks,0.010589975059480613
0,20,10,0.01002185611938914
0,21,program,0.009615656409441621
0,22,key,0.009396932899028779
0,23,day,0.009256557626232967
0,24,following,0.008421324873132355
0,25,iran,0.0083797112280645
0,26,gains,0.008303902143510454
0,27,published,0.008064362322144981
0,28,technologies,0.007990830500912727
0,29,united,0.00792067119882968
0,30,shares,0.007898627044395102
0,31,group,0.007152255852877011
0,32,companies,0.007081100045859919
0,33,financial,0.006901983131721574
0,34,disappointing,0.0067781529419888836
0,35,announced,0.006740199067126745
0,36,trump,0.006645632660776664
0,37,2024,0.006355677567368763
0,38,rating,0.006147726842178068
0,39,zto,0.006076799102548837
0,40,cramer,0.006075322538984202
0,41,revenue,0.006060622779826605
0,42,billion,0.005906074367034874
0,43,term,0.005887048021031825
0,44,risk,0.00549034415313017
0,45,global,0.00530510311459803
0,46,delivered,0.005246991487810961
0,47,india,0.005192326907408131
0,48,systems,0.004985432704748035
0,49,express,0.0049526005931283
0,50,drops,0.004928612673136522
0,51,decline,0.004896816219736348
0,52,results earnings,0.00479139228457465
0,53,presentation,0.00479139228457465
0,54,earnings presentation,0.00479139228457465
0,55,following slide,0.00479139228457465
0,56,deck published,0.00479139228457465
0,57,slide,0.00479139228457465
0,58,slide deck,0.00479139228457465
0,59,q1 earnings,0.004739094586003372
0,60,powell,0.004694027853401225
0,61,secures,0.004692444929953657
0,62,tennant,0.004618395249786064
0,63,q1,0.004544998675131646
0,64,latest,0.004535157697928572
0,65,latest trading,0.004535157697928572
0,66,trading day,0.004506711885794722
0,67,conference,0.004488019877510373
0,68,rebound,0.004420546825157178
0,69,wall street,0.004142256317477715
0,70,street,0.004142256317477715
0,71,wall,0.004142256317477715
0,72,results,0.004122717900471381
0,73,know,0.0040730131103894965
0,74,million,0.004014660675208443
0,75,flat,0.003992273057849817
0,76,sell,0.0038878446819881904
0,77,analysts,0.0038429633724751666
0,78,april,0.0038299033346372016
0,79,etcompany,0.0037903748676196025
0,80,transcript,0.0037903748676196025
0,81,quarter,0.003581046061714928
0,82,tsx,0.003571771340495124
0,83,2025 earnings,0.0035052768399077006
0,84,session,0.0034782400004158523
0,85,trading session,0.0034782400004158523
0,86,earnings transcript,0.0033914771069335
0,87,00,0.003382123369117914
0,88,investors,0.0033147294990908023
0,89,president,0.003204035644134878
0,90,aerovironment,0.0031512969915505266
0,91,avav,0.0031512969915505266
0,92,rise,0.003150630737016102
0,93,deck,0.0031494209459175053
0,94,newswire,0.0030631486589767823
0,95,globe newswire,0.0030631486589767823
0,96,globe,0.0030631486589767823
0,97,2025 globe,0.0030631486589767823
0,98,research,0.0030561394749607936
0,99,reports,0.003048007974042129
0,100,25,0.003036105628461388
1,1,2025,0.05264316310240178
1,2,500,0.037866870298416226
1,3,q4,0.026865656748925774
1,4,nvidia,0.024356984752475632
1,5,technologies,0.024051636889014218
1,6,group,0.023717820723348867
1,7,results,0.0223714148277377
1,8,cramer,0.022221155907970917
1,9,earnings,0.021451368382346812
1,10,corporation,0.021068314700059935
1,11,stock,0.019269695955026443
1,12,stocks,0.018670280844712554
1,13,published,0.01662023045040116
1,14,united,0.016003804924846363
1,15,trading,0.015879481229635697
1,16,results earnings,0.014932089694948986
1,17,deck published,0.014932089694948986
1,18,earnings presentation,0.014932089694948986
1,19,following slide,0.014932089694948986
1,20,presentation,0.014932089694948986
1,21,slide deck,0.014932089694948986
1,22,slide,0.014932089694948986
1,23,week,0.014591385498684713
1,24,year,0.014574029259558516
1,25,shares,0.014198895442827965
1,26,conference,0.013948859642417459
1,27,announces,0.013693355517615807
1,28,new,0.01359394160454554
1,29,street,0.013254634326138829
1,30,wall street,0.013254634326138829
1,31,wall,0.013254634326138829
1,32,companies,0.01232871515565503
1,33,q4 2024,0.012192782132187323
1,34,tsx,0.01206539672166861
1,35,etcompany,0.01183260210021242
1,36,transcript,0.01183260210021242
1,37,2025 earnings,0.011785532448497425
1,38,deck,0.011755102764190666
1,39,56,0.011710273035504214
1,40,india,0.011194405264746292
1,41,day,0.011084824156944003
1,42,2024,0.010904857193381343
1,43,rating,0.010755242616964063
1,44,trading day,0.010705795992417525
1,45,earnings transcript,0.010645460494296747
1,46,00,0.01033411200803326
1,47,globe,0.009970093579665296
1,48,2025 globe,0.009970093579665296
1,49,globe newswire,0.009970093579665296
1,50,newswire,0.009970093579665296
1,51,gains,0.009958077423419373
1,52,presentation nyse,0.009686719232826118
1,53,q3,0.009417764766151691
1,54,2024 earnings,0.009358414448283532
1,55,powell,0.009213186114401074
1,56,zto,0.008764654516686853
1,57,2025 00,0.008656615150762983
1,58,earnings conference,0.008619962456364778
1,59,board,0.00839709894256414
1,60,million,0.008243181539290882
1,61,secures,0.008081161819532117
1,62,director,0.007910727091687756
1,63,stock news,0.007789583881536666
1,64,key,0.007554159874785917
1,65,tariffs,0.006790648319989713
1,66,change,0.0067113437881153445
1,67,set,0.006604565772404644
1,68,aerovironment,0.006569088181078
1,69,avav,0.006569088181078
1,70,company,0.006343674040778562
1,71,recent,0.006218499273572777
1,72,research,0.006102915802229852
1,73,billion,0.0060842849225963965
1,74,march,0.005966742361400218
1,75,financial,0.005963003056808755
1,76,futures,0.0058116209459433636
1,77,sell,0.00573426796202481
1,78,gen,0.005709430153825372
1,79,pm etcompany,0.005592031030804224
1,80,pm,0.005592031030804224
1,81,dips,0.005584803437953249
1,82,april,0.005574063460607097
1,83,revenue,0.005391520723496801
1,84,market gains,0.005236910921363623
1,85,fed,0.004954624165242194
1,86,potential,0.004954201182997469
1,87,trump,0.004895071648260837
1,88,announced,0.004827173595990633
1,89,nyse,0.004747168190772514
1,90,funds,0.0046432211491849494
1,91,hedge funds,0.0046432211491849494
1,92,hedge,0.0046432211491849494
1,93,aerovironment avav,0.004536312877577121
1,94,rise,0.00448895797746189
1,95,10,0.004405650875317521
1,96,marking,0.0042156598150505445
1,97,stocks buy,0.004206428094526065
1,98,benzinga,0.004180455278667242
1,99,00 pm,0.004177913225754842
1,100,strong,0.004152838814848005
2,1,2025,0.06569568760293122
2,2,earnings,0.035148831086626725
2,3,results,0.02649413272820908
2,4,q4,0.025527367505977113
2,5,tariffs,0.025453546330509218
2,6,stock news,0.02415172361241003
2,7,united,0.023924476123676028
2,8,nvidia,0.02251994485977654
2,9,shares,0.02209752248722307
2,10,stock,0.01750684238654415
2,11,company,0.01705414857460159
2,12,key,0.01695109277381471
2,13,group,0.01656556487047185
2,14,cramer,0.016145833368986708
2,15,technologies,0.01606080638810149
2,16,deck,0.014904523710108163
2,17,zto,0.01484145361923569
2,18,news,0.01451367666083124
2,19,10,0.014427506994706659
2,20,q4 2024,0.014174752732729607
2,21,secures,0.012773606749485775
2,22,million,0.01225784221449932
2,23,market,0.01204933003693309
2,24,fed,0.012029826442973821
2,25,announced,0.011567372663117376
2,26,revenue,0.011452143503323405
2,27,following,0.011062306506346367
2,28,year,0.01054621340816131
2,29,2024 earnings,0.01038639172332382
2,30,slide,0.010140697410374343
2,31,presentation,0.010140697410374343
