method,frac_removed,prob,example_idx
ATTN,0.0,0.8075901865959167,37
ATTN,0.05,0.8075711131095886,37
ATTN,0.1,0.8344661593437195,37
ATTN,0.2,0.8655936121940613,37
ATTN,0.3,0.9241012930870056,37
ATTN,0.5,0.92950040102005,37
ATTN,0.0,0.9198698997497559,38
ATTN,0.05,0.9052001237869263,38
ATTN,0.1,0.8702065944671631,38
ATTN,0.2,0.9293451905250549,38
ATTN,0.3,0.9049369692802429,38
ATTN,0.5,0.11305202543735504,38
ATTN,0.0,0.6153514981269836,39
ATTN,0.05,0.8254181146621704,39
ATTN,0.1,0.8956140875816345,39
ATTN,0.2,0.9153262376785278,39
ATTN,0.3,0.858508825302124,39
ATTN,0.5,0.9369123578071594,39
ATTN,0.0,0.9471144676208496,40
ATTN,0.05,0.947920560836792,40
ATTN,0.1,0.948454737663269,40
ATTN,0.2,0.9465780854225159,40
ATTN,0.3,0.9443432688713074,40
ATTN,0.5,0.9355430006980896,40
ATTN,0.0,0.9494924545288086,41
ATTN,0.05,0.951002299785614,41
ATTN,0.1,0.8630583882331848,41
ATTN,0.2,0.9478776454925537,41
ATTN,0.3,0.9288869500160217,41
ATTN,0.5,0.05315506085753441,41
ATTN,0.0,0.9730010628700256,42
ATTN,0.05,0.9727336764335632,42
ATTN,0.1,0.9722377061843872,42
ATTN,0.2,0.9711517691612244,42
ATTN,0.3,0.9715375900268555,42
ATTN,0.5,0.971653163433075,42
ATTN,0.0,0.917948305606842,43
ATTN,0.05,0.9177504181861877,43
ATTN,0.1,0.9397221207618713,43
ATTN,0.2,0.9428191781044006,43
ATTN,0.3,0.944283664226532,43
ATTN,0.5,0.9255765676498413,43
ATTN,0.0,0.7519923448562622,44
ATTN,0.05,0.7263770699501038,44
ATTN,0.1,0.6180698275566101,44
ATTN,0.2,0.38532164692878723,44
ATTN,0.3,0.7328702211380005,44
ATTN,0.5,0.19123059511184692,44
ATTN,0.0,0.6982472538948059,45
ATTN,0.05,0.7429059147834778,45
ATTN,0.1,0.7573897242546082,45
ATTN,0.2,0.7539616227149963,45
ATTN,0.3,0.7238260507583618,45
ATTN,0.5,0.05582917854189873,45
ATTN,0.0,0.9126700758934021,46
ATTN,0.05,0.9071648716926575,46
ATTN,0.1,0.8857427835464478,46
ATTN,0.2,0.8800016641616821,46
ATTN,0.3,0.8226397633552551,46
ATTN,0.5,0.8139312267303467,46
ATTN,0.0,0.8702479600906372,47
ATTN,0.05,0.8976335525512695,47
ATTN,0.1,0.895504891872406,47
ATTN,0.2,0.900630533695221,47
