method,frac_removed,prob,example_idx
ATTN,0.05,0.9000585675239563,116
ATTN,0.1,0.9125358462333679,116
ATTN,0.2,0.8940274119377136,116
ATTN,0.3,0.8880532383918762,116
ATTN,0.5,0.8647418022155762,116
ATTN,0.0,0.6939612627029419,117
ATTN,0.05,0.5555511713027954,117
ATTN,0.1,0.5067359209060669,117
ATTN,0.2,0.5120816230773926,117
ATTN,0.3,0.4266830384731293,117
ATTN,0.5,0.610876202583313,117
ATTN,0.0,0.9240095019340515,118
ATTN,0.05,0.9199551939964294,118
ATTN,0.1,0.9207276701927185,118
ATTN,0.2,0.9237737059593201,118
ATTN,0.3,0.9357945919036865,118
ATTN,0.5,0.9221929311752319,118
ATTN,0.0,0.9727427959442139,119
ATTN,0.05,0.9727472066879272,119
ATTN,0.1,0.9713277816772461,119
ATTN,0.2,0.9676369428634644,119
ATTN,0.3,0.967107355594635,119
ATTN,0.5,0.9578487873077393,119
ATTN,0.0,0.9447847008705139,120
ATTN,0.05,0.9460605382919312,120
ATTN,0.1,0.9463691711425781,120
ATTN,0.2,0.9482022523880005,120
ATTN,0.3,0.9455245733261108,120
ATTN,0.5,0.9524185061454773,120
ATTN,0.0,0.7810932993888855,121
ATTN,0.05,0.7810932993888855,121
ATTN,0.1,0.7333337664604187,121
ATTN,0.2,0.7018558382987976,121
ATTN,0.3,0.5834951400756836,121
ATTN,0.5,0.39301714301109314,121
ATTN,0.0,0.9178164005279541,122
ATTN,0.05,0.9146838784217834,122
ATTN,0.1,0.914741039276123,122
ATTN,0.2,0.9285671710968018,122
ATTN,0.3,0.9085823893547058,122
ATTN,0.5,0.9308686852455139,122
ATTN,0.0,0.8319264650344849,123
ATTN,0.05,0.8687624931335449,123
ATTN,0.1,0.8577786684036255,123
ATTN,0.2,0.900446355342865,123
ATTN,0.3,0.9056336879730225,123
ATTN,0.5,0.9351994395256042,123
ATTN,0.0,0.9396792650222778,124
ATTN,0.05,0.9357675909996033,124
ATTN,0.1,0.9376673102378845,124
ATTN,0.2,0.8991081714630127,124
ATTN,0.3,0.8992453217506409,124
ATTN,0.5,0.8535199165344238,124
ATTN,0.0,0.42150652408599854,125
ATTN,0.05,0.16137297451496124,125
ATTN,0.1,0.9118315577507019,125
ATTN,0.2,0.9268928170204163,125
ATTN,0.3,0.942621648311615,125
ATTN,0.5,0.9355954527854919,125
ATTN,0.0,0.9467935562133789,126
ATTN,0.05,0.9441417455673218,126
ATTN,0.1,0.9331938028335571,126
ATTN,0.2,0.9415464997291565,126
ATTN,0.3,0.9312652349472046,126
ATTN,0.5,0.9108544588088989,126
ATTN,0.0,0.7197994589805603,127
ATTN,0.05,0.7469635009765625,127
ATTN,0.1,0.8811615109443665,127
ATTN,0.2,0.8059563636779785,127
ATTN,0.3,0.821648359298706,127
ATTN,0.5,0.8575931191444397,127
ATTN,0.0,0.9329774379730225,128
ATTN,0.05,0.9392287731170654,128
ATTN,0.1,0.9309381246566772,128
ATTN,0.2,0.9119061231613159,128
ATTN,0.3,0.9211848974227905,128
ATTN,0.5,0.917747437953949,128
ATTN,0.0,0.8827865123748779,129
ATTN,0.05,0.9139449596405029,129
ATTN,0.1,0.8992640972137451,129
ATTN,0.2,0.9050850868225098,129
ATTN,0.3,0.5671358704566956,129
ATTN,0.5,0.44944998621940613,129
ATTN,0.0,0.7419089078903198,130
ATTN,0.05,0.8702408075332642,130
ATTN,0.1,0.9365494847297668,130
ATTN,0.2,0.9055546522140503,130
ATTN,0.3,0.9266614317893982,130
ATTN,0.5,0.9218280911445618,130
ATTN,0.0,0.8881542682647705,131
ATTN,0.05,0.901241660118103,131
ATTN,0.1,0.9136707186698914,131
ATTN,0.2,0.8968302011489868,131
ATTN,0.3,0.8476706147193909,131
ATTN,0.5,0.8600819706916809,131
ATTN,0.0,0.7997397780418396,132
ATTN,0.05,0.823387622833252,132
ATTN,0.1,0.7643265128135681,132
ATTN,0.2,0.29307448863983154,132
ATTN,0.3,0.6822125911712646,132
ATTN,0.5,0.03960663452744484,132
ATTN,0.0,0.9288533926010132,133
ATTN,0.05,0.9249293804168701,133
ATTN,0.1,0.37866461277008057,133
ATTN,0.2,0.05745410919189453,133
ATTN,0.3,0.15552809834480286,133
ATTN,0.5,0.011756183579564095,133
ATTN,0.0,0.6609336137771606,134
ATTN,0.05,0.6181261539459229,134
ATTN,0.1,0.6003725528717041,134
ATTN,0.2,0.7738803625106812,134
ATTN,0.3,0.7737314701080322,134
ATTN,0.5,0.21433860063552856,134
ATTN,0.0,0.8265310525894165,135
ATTN,0.05,0.8070508241653442,135
ATTN,0.1,0.7980567216873169,135
ATTN,0.2,0.6027066707611084,135
ATTN,0.3,0.9225354790687561,135
ATTN,0.5,0.9359252452850342,135
ATTN,0.0,0.9633077383041382,136
ATTN,0.05,0.962422788143158,136
ATTN,0.1,0.9659774303436279,136
ATTN,0.2,0.9683182835578918,136
ATTN,0.3,0.9684186577796936,136
ATTN,0.5,0.9359784722328186,136
ATTN,0.0,0.7177676558494568,137
ATTN,0.05,0.8255642056465149,137
ATTN,0.1,0.32831722497940063,137
ATTN,0.2,0.19351676106452942,137
ATTN,0.3,0.32464635372161865,137
ATTN,0.5,0.2147938758134842,137
ATTN,0.0,0.744533360004425,138
ATTN,0.05,0.9148155450820923,138
ATTN,0.1,0.8972669839859009,138
ATTN,0.2,0.9178606867790222,138
ATTN,0.3,0.9180110692977905,138
ATTN,0.5,0.8497653007507324,138
ATTN,0.0,0.7983489632606506,139
ATTN,0.05,0.9465001225471497,139
ATTN,0.1,0.9571784138679504,139
ATTN,0.2,0.33215025067329407,139
ATTN,0.3,0.028249768540263176,139
ATTN,0.5,0.9639233946800232,139
ATTN,0.0,0.8611331582069397,140
ATTN,0.05,0.904207706451416,140
ATTN,0.1,0.8919562697410583,140
ATTN,0.2,0.9038149118423462,140
ATTN,0.3,0.8832480907440186,140
ATTN,0.5,0.8764471411705017,140
ATTN,0.0,0.9388361573219299,141
ATTN,0.05,0.9386476874351501,141
ATTN,0.1,0.9380261898040771,141
ATTN,0.2,0.9432543516159058,141
ATTN,0.3,0.9441513419151306,141
ATTN,0.5,0.9473863840103149,141
ATTN,0.0,0.9444101452827454,142
ATTN,0.05,0.9493958353996277,142
ATTN,0.1,0.949891984462738,142
ATTN,0.2,0.9505969882011414,142
ATTN,0.3,0.9488328099250793,142
ATTN,0.5,0.9483229517936707,142
ATTN,0.0,0.943082332611084,143
ATTN,0.05,0.9432193636894226,143
ATTN,0.1,0.945267915725708,143
ATTN,0.2,0.9431288838386536,143
ATTN,0.3,0.9403946399688721,143
ATTN,0.5,0.938562273979187,143
ATTN,0.0,0.9023446440696716,144
ATTN,0.05,0.9077627062797546,144
ATTN,0.1,0.9010604619979858,144
ATTN,0.2,0.8085169196128845,144
ATTN,0.3,0.7403643727302551,144
ATTN,0.5,0.8856911659240723,144
ATTN,0.0,0.9183847308158875,145
ATTN,0.05,0.9118295907974243,145
ATTN,0.1,0.9030006527900696,145
ATTN,0.2,0.911284327507019,145
ATTN,0.3,0.9082083106040955,145
ATTN,0.5,0.9328023195266724,145
ATTN,0.0,0.9011737108230591,146
ATTN,0.05,0.902493417263031,146
ATTN,0.1,0.9031602144241333,146
ATTN,0.2,0.8382284641265869,146
ATTN,0.3,0.894397497177124,146
ATTN,0.5,0.8610656261444092,146
ATTN,0.0,0.9404168725013733,147
ATTN,0.05,0.9439584016799927,147
ATTN,0.1,0.9447209239006042,147
ATTN,0.2,0.9472724199295044,147
ATTN,0.3,0.9517364501953125,147
ATTN,0.5,0.9536144733428955,147
ATTN,0.0,0.8830543160438538,148
ATTN,0.05,0.8813523650169373,148
ATTN,0.1,0.8981464505195618,148
ATTN,0.2,0.8717026114463806,148
ATTN,0.3,0.9362596273422241,148
ATTN,0.5,0.9367802739143372,148
ATTN,0.0,0.9319347143173218,149
ATTN,0.05,0.9442849159240723,149
ATTN,0.1,0.9476902484893799,149
ATTN,0.2,0.93744295835495,149
ATTN,0.3,0.9355223178863525,149
ATTN,0.5,0.9378983378410339,149
ATTN,0.0,0.9259114861488342,150
ATTN,0.05,0.9322131872177124,150
ATTN,0.1,0.9298366904258728,150
ATTN,0.2,0.93060702085495,150
ATTN,0.3,0.9402557015419006,150
ATTN,0.5,0.9424757361412048,150
ATTN,0.0,0.7157450914382935,151
ATTN,0.05,0.6661277413368225,151
ATTN,0.1,0.7110106348991394,151
ATTN,0.2,0.5491892099380493,151
ATTN,0.3,0.6261716485023499,151
ATTN,0.5,0.681535005569458,151
ATTN,0.0,0.6398042440414429,152
ATTN,0.05,0.7026492953300476,152
ATTN,0.1,0.8050952553749084,152
ATTN,0.2,0.7312330007553101,152
ATTN,0.3,0.6448178291320801,152
ATTN,0.5,0.31010347604751587,152
ATTN,0.0,0.7826579809188843,153
ATTN,0.05,0.7717771530151367,153
ATTN,0.1,0.7968901991844177,153
ATTN,0.2,0.900204062461853,153
ATTN,0.3,0.909609317779541,153
ATTN,0.5,0.8522547483444214,153
ATTN,0.0,0.8508633971214294,154
ATTN,0.05,0.8389250636100769,154
ATTN,0.1,0.8740875720977783,154
ATTN,0.2,0.8647021651268005,154
ATTN,0.3,0.8381754159927368,154
ATTN,0.5,0.9167985916137695,154
ATTN,0.0,0.9712054133415222,155
ATTN,0.05,0.9717130064964294,155
ATTN,0.1,0.9714964032173157,155
ATTN,0.2,0.971825361251831,155
ATTN,0.3,0.9692336916923523,155
ATTN,0.5,0.9588220119476318,155
ATTN,0.0,0.8369829654693604,156
ATTN,0.05,0.8117983937263489,156
ATTN,0.1,0.854138195514679,156
ATTN,0.2,0.8500381112098694,156
ATTN,0.3,0.8528231978416443,156
ATTN,0.5,0.8989877104759216,156
ATTN,0.0,0.9260827898979187,157
ATTN,0.05,0.8655924797058105,157
ATTN,0.1,0.8910411596298218,157
ATTN,0.2,0.9322951436042786,157
ATTN,0.3,0.6619596481323242,157
ATTN,0.5,0.025321412831544876,157
ATTN,0.0,0.5370563864707947,158
ATTN,0.05,0.5981467366218567,158
ATTN,0.1,0.4456203579902649,158
ATTN,0.2,0.303361713886261,158
ATTN,0.3,0.35393255949020386,158
ATTN,0.5,0.28871822357177734,158
ATTN,0.0,0.838064968585968,159
ATTN,0.05,0.7667570114135742,159
ATTN,0.1,0.880604088306427,159
ATTN,0.2,0.9132972955703735,159
ATTN,0.3,0.932517945766449,159
ATTN,0.5,0.9473703503608704,159
ATTN,0.0,0.9271597862243652,160
ATTN,0.05,0.92500239610672,160
ATTN,0.1,0.9220455288887024,160
ATTN,0.2,0.9223220944404602,160
ATTN,0.3,0.9019196033477783,160
ATTN,0.5,0.8708671927452087,160
ATTN,0.0,0.8961795568466187,161
ATTN,0.05,0.9079740643501282,161
ATTN,0.1,0.924350380897522,161
ATTN,0.2,0.9383789896965027,161
ATTN,0.3,0.9400366544723511,161
ATTN,0.5,0.9109736680984497,161
ATTN,0.0,0.5778814554214478,162
ATTN,0.05,0.5210803747177124,162
ATTN,0.1,0.6460152864456177,162
ATTN,0.2,0.7175161838531494,162
ATTN,0.3,0.7892725467681885,162
ATTN,0.5,0.7929111123085022,162
ATTN,0.0,0.9275286197662354,163
ATTN,0.05,0.9265480041503906,163
ATTN,0.1,0.9307580590248108,163
ATTN,0.2,0.9214236736297607,163
ATTN,0.3,0.9055690765380859,163
ATTN,0.5,0.878810465335846,163
ATTN,0.0,0.9272499680519104,164
ATTN,0.05,0.931676983833313,164
ATTN,0.1,0.9289491772651672,164
ATTN,0.2,0.9497489333152771,164
ATTN,0.3,0.9358212351799011,164
ATTN,0.5,0.8912482857704163,164
ATTN,0.0,0.7581220269203186,165
ATTN,0.05,0.5491079092025757,165
ATTN,0.1,0.5866575241088867,165
ATTN,0.2,0.7874716520309448,165
ATTN,0.3,0.4169648289680481,165
ATTN,0.5,0.14663560688495636,165
ATTN,0.0,0.974085807800293,166
ATTN,0.05,0.974339485168457,166
ATTN,0.1,0.9742427468299866,166
ATTN,0.2,0.9739567637443542,166
ATTN,0.3,0.9742311835289001,166
ATTN,0.5,0.97335284948349,166
ATTN,0.0,0.9587846398353577,167
ATTN,0.05,0.9289866089820862,167
ATTN,0.1,0.871171236038208,167
ATTN,0.2,0.9236398339271545,167
ATTN,0.3,0.38996151089668274,167
ATTN,0.5,0.06351841986179352,167
ATTN,0.0,0.9306612014770508,168
ATTN,0.05,0.9346950650215149,168
ATTN,0.1,0.9387809038162231,168
ATTN,0.2,0.9408363699913025,168
ATTN,0.3,0.9408906102180481,168
ATTN,0.5,0.9322710037231445,168
ATTN,0.0,0.913123369216919,169
ATTN,0.05,0.9478404521942139,169
ATTN,0.1,0.9488343000411987,169
ATTN,0.2,0.8989180326461792,169
ATTN,0.3,0.86583411693573,169
ATTN,0.5,0.8092546463012695,169
ATTN,0.0,0.8513403534889221,170
ATTN,0.05,0.8325641751289368,170
ATTN,0.1,0.8249498605728149,170
ATTN,0.2,0.3223976492881775,170
ATTN,0.3,0.18706479668617249,170
ATTN,0.5,0.09608679264783859,170
ATTN,0.0,0.9188323020935059,171
ATTN,0.05,0.8574279546737671,171
ATTN,0.1,0.8982508182525635,171
ATTN,0.2,0.939677894115448,171
ATTN,0.3,0.9374950528144836,171
ATTN,0.5,0.9231191277503967,171
ATTN,0.0,0.49358248710632324,172
ATTN,0.05,0.6396185755729675,172
ATTN,0.1,0.5158836245536804,172
ATTN,0.2,0.7455469369888306,172
ATTN,0.3,0.8026387691497803,172
ATTN,0.5,0.8600392937660217,172
ATTN,0.0,0.8680815696716309,173
ATTN,0.05,0.8613961935043335,173
ATTN,0.1,0.9050053954124451,173
ATTN,0.2,0.8578066825866699,173
ATTN,0.3,0.9165318608283997,173
ATTN,0.5,0.924443781375885,173
ATTN,0.0,0.9364108443260193,174
ATTN,0.05,0.9382323622703552,174
ATTN,0.1,0.9342596530914307,174
ATTN,0.2,0.9358463883399963,174
ATTN,0.3,0.9395077228546143,174
ATTN,0.5,0.9330651164054871,174
ATTN,0.0,0.49441927671432495,175
ATTN,0.05,0.5685883164405823,175
ATTN,0.1,0.6548659205436707,175
ATTN,0.2,0.6216181516647339,175
ATTN,0.3,0.36018526554107666,175
ATTN,0.5,0.3970089256763458,175
ATTN,0.0,0.9363624453544617,176
ATTN,0.05,0.9404663443565369,176
ATTN,0.1,0.9333434104919434,176
ATTN,0.2,0.9333335757255554,176
ATTN,0.3,0.9395262598991394,176
ATTN,0.5,0.7435101866722107,176
ATTN,0.0,0.9107087850570679,177
ATTN,0.05,0.8994657397270203,177
ATTN,0.1,0.9064542055130005,177
ATTN,0.2,0.8664150238037109,177
ATTN,0.3,0.8980333805084229,177
ATTN,0.5,0.9250202178955078,177
ATTN,0.0,0.8321325182914734,178
ATTN,0.05,0.772223711013794,178
ATTN,0.1,0.6927511096000671,178
ATTN,0.2,0.4192214906215668,178
ATTN,0.3,0.6817137002944946,178
ATTN,0.5,0.7755028605461121,178
ATTN,0.0,0.9402958750724792,179
ATTN,0.05,0.9447541236877441,179
ATTN,0.1,0.9481278657913208,179
ATTN,0.2,0.9498853087425232,179
ATTN,0.3,0.9510492086410522,179
ATTN,0.5,0.9494212865829468,179
ATTN,0.0,0.43379661440849304,180
ATTN,0.05,0.3279508948326111,180
ATTN,0.1,0.43570077419281006,180
ATTN,0.2,0.403055876493454,180
ATTN,0.3,0.2573166489601135,180
ATTN,0.5,0.034488484263420105,180
ATTN,0.0,0.8496931195259094,181
ATTN,0.05,0.8449161648750305,181
ATTN,0.1,0.8371574282646179,181
ATTN,0.2,0.8356398344039917,181
ATTN,0.3,0.7878616452217102,181
ATTN,0.5,0.7010339498519897,181
ATTN,0.0,0.7059043049812317,182
ATTN,0.05,0.7999633550643921,182
ATTN,0.1,0.7884484529495239,182
ATTN,0.2,0.3995198905467987,182
ATTN,0.3,0.21714946627616882,182
ATTN,0.5,0.807488203048706,182
ATTN,0.0,0.9390152096748352,183
ATTN,0.05,0.9393290877342224,183
ATTN,0.1,0.9374202489852905,183
ATTN,0.2,0.9435466527938843,183
ATTN,0.3,0.944564163684845,183
ATTN,0.5,0.9321268796920776,183
ATTN,0.0,0.8941765427589417,184
ATTN,0.05,0.8860353827476501,184
ATTN,0.1,0.8690161108970642,184
ATTN,0.2,0.8941782712936401,184
ATTN,0.3,0.9349505305290222,184
ATTN,0.5,0.9358806610107422,184
ATTN,0.0,0.9384534358978271,185
ATTN,0.05,0.931239664554596,185
ATTN,0.1,0.9272587895393372,185
ATTN,0.2,0.937798023223877,185
ATTN,0.3,0.9386308789253235,185
ATTN,0.5,0.9425545334815979,185
ATTN,0.0,0.9625411629676819,186
ATTN,0.05,0.9619590640068054,186
ATTN,0.1,0.9649868011474609,186
ATTN,0.2,0.962578296661377,186
ATTN,0.3,0.8700860142707825,186
ATTN,0.5,0.8099372982978821,186
ATTN,0.0,0.9363961815834045,187
ATTN,0.05,0.9372205138206482,187
ATTN,0.1,0.9362055063247681,187
ATTN,0.2,0.9281023740768433,187
ATTN,0.3,0.9194943904876709,187
ATTN,0.5,0.8830405473709106,187
ATTN,0.0,0.9586875438690186,188
ATTN,0.05,0.9422947764396667,188
ATTN,0.1,0.9379416704177856,188
ATTN,0.2,0.9529466032981873,188
ATTN,0.3,0.971481442451477,188
ATTN,0.5,0.9719091057777405,188
ATTN,0.0,0.8985442519187927,189
ATTN,0.05,0.9243006706237793,189
ATTN,0.1,0.9308341145515442,189
ATTN,0.2,0.9190621376037598,189
ATTN,0.3,0.7601659893989563,189
ATTN,0.5,0.5396233797073364,189
ATTN,0.0,0.9425753951072693,190
ATTN,0.05,0.9419665932655334,190
ATTN,0.1,0.9403404593467712,190
ATTN,0.2,0.9419500827789307,190
ATTN,0.3,0.9410647749900818,190
ATTN,0.5,0.9310018420219421,190
ATTN,0.0,0.970463752746582,191
ATTN,0.05,0.9699848294258118,191
ATTN,0.1,0.9704493880271912,191
ATTN,0.2,0.9696289300918579,191
ATTN,0.3,0.9399154186248779,191
ATTN,0.5,0.9357078671455383,191
ATTN,0.0,0.9547934532165527,192
ATTN,0.05,0.9306817650794983,192
ATTN,0.1,0.9498579502105713,192
ATTN,0.2,0.9585432410240173,192
ATTN,0.3,0.9613575339317322,192
ATTN,0.5,0.9715445637702942,192
ATTN,0.0,0.6534385085105896,193
ATTN,0.05,0.579295814037323,193
ATTN,0.1,0.11472926288843155,193
ATTN,0.2,0.07992681860923767,193
ATTN,0.3,0.5511868596076965,193
ATTN,0.5,0.11417433619499207,193
ATTN,0.0,0.8190057277679443,194
ATTN,0.05,0.8088374137878418,194
ATTN,0.1,0.7754481434822083,194
ATTN,0.2,0.8038747906684875,194
ATTN,0.3,0.7173497676849365,194
ATTN,0.5,0.5210955142974854,194
ATTN,0.0,0.8798774480819702,195
ATTN,0.05,0.8659785985946655,195
ATTN,0.1,0.9183645248413086,195
ATTN,0.2,0.7592287659645081,195
ATTN,0.3,0.8020253777503967,195
ATTN,0.5,0.8784308433532715,195
ATTN,0.0,0.9447510242462158,196
ATTN,0.05,0.9551213979721069,196
ATTN,0.1,0.9550260901451111,196
ATTN,0.2,0.9608879089355469,196
ATTN,0.3,0.948540210723877,196
ATTN,0.5,0.9408456683158875,196
ATTN,0.0,0.5958080291748047,197
ATTN,0.05,0.7779893279075623,197
ATTN,0.1,0.8521933555603027,197
ATTN,0.2,0.7306085228919983,197
ATTN,0.3,0.8605939745903015,197
ATTN,0.5,0.5884732007980347,197
ATTN,0.0,0.9413022398948669,198
ATTN,0.05,0.9407685995101929,198
ATTN,0.1,0.9451730251312256,198
ATTN,0.2,0.9429377317428589,198
ATTN,0.3,0.9450364112854004,198
ATTN,0.5,0.9306690692901611,198
ATTN,0.0,0.9654040336608887,199
ATTN,0.05,0.9596629738807678,199
ATTN,0.1,0.9583836793899536,199
ATTN,0.2,0.9342469573020935,199
ATTN,0.3,0.9000034332275391,199
ATTN,0.5,0.801101803779602,199
