class,rank,token,mean_abs_shap
50,2,000 and,0.0003492581340045586
50,3,000,0.0003367038355145852
51,1,000 as,0.0004022356012232076
51,2,000,0.00035712359051353606
51,3,000 and,0.00032099170872538845
52,1,000 as,0.0003937126990514345
52,2,000,0.000338414365158489
52,3,000 and,0.00032244100834304357
53,1,000 as,0.00037237926434383
53,2,000,0.0003448526949389609
53,3,000 and,0.0003270656274721131
54,1,000,0.0003946093559855658
54,2,000 as,0.0003516119405369584
54,3,000 and,0.00034581570921347107
55,1,000 and,0.0003714988091855978
55,2,000 as,0.0003470010900612033
55,3,000,0.0002856196440628521
56,1,000 as,0.0003972121297770628
56,2,000,0.0003825537400629387
56,3,000 and,0.0003411803739003976
57,1,000 as,0.0003940483928549441
57,2,000 and,0.00036236404809772025
57,3,000,0.0003078422673297652
58,1,000 as,0.0005056165116593439
58,2,000,0.00048825283629141573
58,3,000 and,0.00039508729450769684
59,1,000 as,0.0003261712641104262
59,2,000,0.00031762684097352194
59,3,000 and,0.00030539230096816075
60,1,000 as,0.00042621754102382134
60,2,000,0.000421552743256513
60,3,000 and,0.0003418740226102929
61,1,000 and,0.00034579737148444234
61,2,000 as,0.0003224606511175097
61,3,000,0.0002783303430946096
62,1,000 as,0.00038172018851122497
62,2,000 and,0.00035164198786585084
62,3,000,0.00026322097786237716
63,1,000 as,0.00042429010856183424
63,2,000 and,0.00036486366901053197
63,3,000,0.0003206725362530585
64,1,000 and,0.0003541215282324808
64,2,000 as,0.0003202378595266306
64,3,000,0.0003085868249190685
65,1,000 as,0.00041102393636218706
65,2,000,0.00037311313846321225
65,3,000 and,0.00030817281963576015
66,1,000 and,0.0003196533979163382
66,2,000 as,0.0003031313573381865
66,3,000,0.00027096689705470106
67,1,000,0.0003684950914693899
67,2,000 as,0.0003397986326658759
67,3,000 and,0.00030213714200875074
68,1,000 as,0.00037054147717173485
68,2,000,0.0003308845450804812
68,3,000 and,0.00032540831943014646
69,1,000 as,0.0003580715910108758
69,2,000 and,0.0003074061122206046
69,3,000,0.00027007066671505466
70,1,000 as,0.00038982471433999914
70,2,000 and,0.00032999824624135095
70,3,000,0.0003062553181996627
71,1,000,0.0004439488182792388
71,2,000 as,0.00043844138567591007
71,3,000 and,0.0003880277521175645
72,1,000 as,0.00039316542890639446
72,2,000 and,0.00038301179473732163
72,3,000,0.00036629245134806824
73,1,000 as,0.00035753507489732903
73,2,000 and,0.00030344678214881107
73,3,000,0.0003012839831429651
74,1,000 as,0.000387399004984358
74,2,000,0.000377951404667644
74,3,000 and,0.0003353548280752898
75,1,000 as,0.00039512616933322917
75,2,000,0.0003548698534158021
75,3,000 and,0.00032956587351883266
76,1,000 as,0.0003664255906243859
76,2,000,0.0003484783001812126
76,3,000 and,0.0003336227984872943
77,1,000,0.0004886324021833849
77,2,000 as,0.0004827459863605398
77,3,000 and,0.00041082768895678767
78,1,000 as,0.00036153942745092526
78,2,000,0.0003603801589158352
78,3,000 and,0.0003392657162356636
79,1,000 as,0.0003205650551589934
79,2,000,0.00030815463966834584
79,3,000 and,0.0003004781382382791
80,1,000 as,0.0003890301152959676
80,2,000,0.00034756708017448496
80,3,000 and,0.00031968435540194657
81,1,000,0.0004039454047240392
81,2,000 as,0.0003912735600187574
81,3,000 and,0.0003211081545242312
82,1,000 and,0.00035403101568674307
82,2,000 as,0.00033542990543253574
82,3,000,0.0003134727934482605
83,1,000 as,0.0003450331819021111
83,2,000,0.0003447476863548983
83,3,000 and,0.0003270283726894141
84,1,000 as,0.00044287142772948807
84,2,000,0.00041179576450546925
84,3,000 and,0.0003457653276613263
85,1,000,0.0003981349080947568
85,2,000 and,0.00037363325433810456
85,3,000 as,0.0003657762881594251
86,1,000 as,0.0004795171123661269
86,2,000 and,0.00038552930251267107
86,3,000,0.00036096410742688365
87,1,000 and,0.0004066458876083649
87,2,000 as,0.00040632303732432846
87,3,000,0.0004030739250364834
88,1,000 as,0.0004088454053582913
88,2,000,0.0003886409803925464
88,3,000 and,0.00035364049052790373
89,1,000,0.0004455463918215361
89,2,000 as,0.0003849508821042368
89,3,000 and,0.0003363928953485417
90,1,000,0.0003929058739005326
90,2,000 as,0.00039008351260729114
90,3,000 and,0.0003336394984531383
91,1,000 and,0.00039514282086362113
91,2,000 as,0.00039066351123738025
91,3,000,0.0003559067236546377
92,1,000,0.0004356668567922032
92,2,000 as,0.0004099997655976355
92,3,000 and,0.00033147042575274035
93,1,000 as,0.00042230132948976363
93,2,000,0.00033597549719011554
93,3,000 and,0.0003192830147863775
94,1,000 as,0.00040104453897009813
94,2,000,0.0003444868246454593
94,3,000 and,0.0003375531726901209
95,1,000,0.0004216603756159387
95,2,000 as,0.0004180191117614258
95,3,000 and,0.0003262266923166918
96,1,000 as,0.000414261754934557
96,2,000 and,0.0003815881446042326
96,3,000,0.0003686677455372914
97,1,000 as,0.00042085303304677073
97,2,000,0.0003902493707113759
97,3,000 and,0.0003593105000145011
98,1,000,0.00044286906354754833
98,2,000 as,0.000429723721812084
98,3,000 and,0.00034967641488006974
99,1,000 and,0.0004401919968016818
99,2,000 as,0.000359927074518247
99,3,000,0.00031630608582437693
100,1,000 as,0.0004347064611552942
100,2,000 and,0.0003779339435932406
100,3,000,0.00034076659501375365
101,1,000 as,0.00040508374412662386
101,2,000,0.00035392929762177884
101,3,000 and,0.0003024549193663348
102,1,000 as,0.0004039216477650737
102,2,000,0.00040290934888766107
102,3,000 and,0.000353516842487527
103,1,000,0.0004183804903730903
103,2,000 as,0.0003710284658724883
103,3,000 and,0.00035220430471376133
104,1,000 as,0.0004013762401532376
104,2,000,0.00039512184407621616
104,3,000 and,0.0003363896881515939
105,1,000,0.00042068297767873124
105,2,000 as,0.00041852818748005306
105,3,000 and,0.00033284513027279577
106,1,000 and,0.00033311197396533154
106,2,000 as,0.00032860912066581333
106,3,000,0.0002912906421036574
107,1,000,0.00040436606866637085
107,2,000 as,0.00040213702633038877
107,3,000 and,0.00032651638026081264
108,1,000,0.0003859795509059195
108,2,000 as,0.00037953873066150944
108,3,000 and,0.0003125970712318443
109,1,000 as,0.00037475548149984314
109,2,000 and,0.0003575860454765787
109,3,000,0.0003270010826664916
110,1,000 as,0.000444696302275731
110,2,000 and,0.0003619785690754831
110,3,000,0.00031942128342056796
111,1,000 as,0.00036834809523654733
111,2,000 and,0.00031138337184911745
111,3,000,0.00029033913319246235
112,1,000 as,0.00044510539504374403
112,2,000 and,0.00037942521470026854
112,3,000,0.00034904236429712695
113,1,000,0.000441540568375356
113,2,000 as,0.0004263321738695258
113,3,000 and,0.00032618905763384865
114,1,000 as,0.00040871045856626244
114,2,000 and,0.0003454544802096748
114,3,000,0.00030274627652817824
115,1,000 as,0.00033748110966983847
115,2,000 and,0.0002883026269687867
115,3,000,0.0002850373667429121
116,1,000 as,0.00038586137335487315
116,2,000,0.00034896618547125346
116,3,000 and,0.0003408262288778459
117,1,000,0.00046517494559688324
117,2,000 as,0.00044806425052853945
117,3,000 and,0.0003527866120993536
118,1,000,0.0004610643107250347
118,2,000 as,0.00042089795557665436
118,3,000 and,0.00036763204956694214
119,1,000 as,0.00044749441903293866
119,2,000,0.000389499230401044
119,3,000 and,0.0003405169826201315
120,1,000 as,0.00048622572002677465
120,2,000 and,0.00039756779042109954
120,3,000,0.0003794499046512168
121,1,000 as,0.0005141682871391228
121,2,000 and,0.00042046416398856785
121,3,000,0.0003824280926063839
122,1,000 as,0.0004005723375090994
122,2,000 and,0.00032160813459204045
122,3,000,0.0003101611700696693
123,1,000,0.0004159994952511856
123,2,000 as,0.0004111793234647864
123,3,000 and,0.0003330720593570329
124,1,000 as,0.0003619476582218001
124,2,000 and,0.000308397932737745
124,3,000,0.00029462859116624515
125,1,000 as,0.00041514335743062875
125,2,000,0.00036320628286549365
125,3,000 and,0.0003485432341712801
126,1,000,0.00032761990542828304
126,2,000 as,0.0002990277596948477
126,3,000 and,0.00028062646245787226
127,1,000 and,0.0003799253884234055
127,2,000,0.00037689388850969767
127,3,000 as,0.00035166098341356776
128,1,000 as,0.00036300064149473324
128,2,000 and,0.00034276652032352086
128,3,000,0.0003287381781816361
129,1,000 as,0.0003292487433291791
129,2,000 and,0.0003132181320374669
129,3,000,0.000298153643863223
130,1,000 as,0.0004218932976160316
130,2,000,0.000369909090659627
130,3,000 and,0.0003516850434099269
131,1,000 as,0.00036933289605494367
131,2,000,0.0003569343091822341
131,3,000 and,0.0003517865267777809
132,1,000,0.0004354764928077848
132,2,000 as,0.0004305300307932235
132,3,000 and,0.0003590689263929539
133,1,000 as,0.0003881360905824228
133,2,000,0.00035989841507359034
133,3,000 and,0.0003504404465835551
134,1,000 as,0.00042535040795116353
134,2,000,0.0004193394628711395
134,3,000 and,0.00032551421517005387
135,1,000,0.00043049113084724376
135,2,000 as,0.0004153986460708987
135,3,000 and,0.0003795073049359369
136,1,000 as,0.00034664180364912274
136,2,000,0.00033022890177065897
136,3,000 and,0.000288274562166963
137,1,000 as,0.0003727267512767574
137,2,000 and,0.00031030232330950497
137,3,000,0.00030983306199315104
138,1,000 as,0.00038934681910716284
138,2,000 and,0.00032267204572629203
138,3,000,0.0003094568995239824
139,1,000 as,0.00033845217242491966
139,2,000 and,0.0002857751981473227
139,3,000,0.0002800546913893122
140,1,000,0.0003892008248512388
140,2,000 as,0.0003616311575554843
140,3,000 and,0.00033099926996268134
141,1,000 as,0.0003633947259979826
141,2,000 and,0.00032816731652675476
141,3,000,0.00029165148886358815
142,1,000 as,0.0004961554717395853
142,2,000,0.00047075724849266284
142,3,000 and,0.0004238676037749382
143,1,000 and,0.00042650127763493357
143,2,000 as,0.0003493175476710669
143,3,000,0.0003158044729616601
144,1,000 and,0.0003240146568897747
144,2,000 as,0.0002759962998188635
144,3,000,0.0002666936291311914
145,1,000 as,0.00039755194182954014
145,2,000 and,0.0003773822360484956
145,3,000,0.00028909938683639047
146,1,000 as,0.0004423844157903022
146,2,000,0.00042574254478882663
146,3,000 and,0.0003367098264777574
147,1,000 as,0.00043823547225905205
147,2,000 and,0.00034309524480120754
147,3,000,0.00033607525452978535
148,1,000 as,0.00038552181830360353
148,2,000,0.00036108809411494427
148,3,000 and,0.00030163251701941207
149,1,000 as,0.00043357596283492015
149,2,000,0.00040255636826354253
149,3,000 and,0.0003685629744758889
150,1,000 as,0.0005017876535030604
150,2,000 and,0.0003960010893549831
150,3,000,0.0003309193031528089
151,1,000 as,0.0003891026774302342
151,2,000 and,0.000355593510033897
151,3,000,0.0003110983699398422
152,1,000,0.00046063484505608253
152,2,000 as,0.00042019970290457613
152,3,000 and,0.00038886547550491855
153,1,000 as,0.0004143432037534977
153,2,000,0.0004041474107373255
153,3,000 and,0.0003539423729560958
154,1,000,0.0003617437004146642
154,2,000 as,0.00036111651038018763
154,3,000 and,0.0003584422157424321
155,1,000 as,0.0003898573844926383
155,2,000 and,0.0003419915022770719
155,3,000,0.00028052613074284577
156,1,000 as,0.0003554687730340839
156,2,000 and,0.0003503261609257299
156,3,000,0.0002693193078372346
157,1,000 and,0.0003299750595285604
157,2,000 as,0.0003026083393997553
157,3,000,0.00026589505270849625
158,1,000 as,0.0004458161413864893
158,2,000,0.0003917028980958614
158,3,000 and,0.0003521144532500282
159,1,000 as,0.0003627348589094672
159,2,000,0.0003590968100799486
159,3,000 and,0.0003590835496095221
160,1,000 as,0.00047906543296770117
160,2,000 and,0.0003618700610412106
160,3,000,0.0003584575716074535
161,1,000,0.0004802745886413982
161,2,000 as,0.0004298981671816944
161,3,000 and,0.0003705941559650143
162,1,000 and,0.0003752113664266621
162,2,000 as,0.00032103164376932647
162,3,000,0.0002811230601022242
163,1,000 as,0.0003592549196630426
163,2,000 and,0.0003429618148368416
163,3,000,0.00033777989920205816
164,1,000,0.00031757151306074764
164,2,000 and,0.00030423322098208745
164,3,000 as,0.0002936468975130589
165,1,000 as,0.0003590010252544366
165,2,000 and,0.00034840418853303653
165,3,000,0.000283972880309083
166,1,000 as,0.00041709341970391404
166,2,000,0.00041089377681457714
166,3,000 and,0.00037622087613927644
167,1,000 as,0.00038758009466447537
167,2,000 and,0.0003713101947405168
167,3,000,0.00033372723307462674
168,1,000 as,0.00048718602981880316
168,2,000 and,0.0003682117812508434
168,3,000,0.0003414312266788482
169,1,000 and,0.0003498865620516165
169,2,000 as,0.0003484602324930695
169,3,000,0.00026579841274278215
170,1,000 as,0.0003711295993457013
170,2,000 and,0.000368369826526145
170,3,000,0.0002986545211520742
171,1,000 and,0.0003473898185110237
171,2,000 as,0.0003379070904714736
171,3,000,0.00033348630907393607
172,1,000 as,0.00041511704374469797
172,2,000,0.0003579318358151292
172,3,000 and,0.00032522296618952797
173,1,000,0.00041196487739116587
173,2,000 as,0.00040228578493750323
173,3,000 and,0.00036699182113249733
174,1,000 as,0.0004015268232821896
174,2,000,0.000368961233093431
174,3,000 and,0.00033145049389752255
175,1,000 as,0.0003665591251849517
175,2,000,0.00036304152932797027
175,3,000 and,0.000315499961363218
176,1,000 as,0.00043000001964768077
176,2,000,0.00039508695066910263
176,3,000 and,0.00033603463860073786
177,1,000 as,0.0004456718010238432
177,2,000 and,0.00035359766632507377
177,3,000,0.00031707536569761845
178,1,000,0.00044929558952460394
178,2,000 as,0.0004305311632264862
178,3,000 and,0.0003508459135701382
179,1,000 as,0.00037320619148979484
179,2,000 and,0.00034942078118763213
179,3,000,0.00034374797247595424
180,1,000,0.00042341409030865877
180,2,000 as,0.000386346767594564
180,3,000 and,0.000333125219424291
181,1,000 as,0.00037910056702958924
181,2,000,0.00036727244583399817
181,3,000 and,0.00029163852254647456
182,1,000 and,0.00034651109274592805
182,2,000 as,0.00034198666292312787
182,3,000,0.00029122882037240915
183,1,000 and,0.00043904717514884695
183,2,000 as,0.0003675321773147826
183,3,000,0.00031314484166771757
184,1,000 as,0.00046400285471186404
184,2,000 and,0.0003771839242491685
184,3,000,0.0003620069604386737
185,1,000 and,0.0003778059484598761
185,2,000 as,0.00037065568172286816
185,3,000,0.00030540786184044157
186,1,000 as,0.00045275129477818525
186,2,000,0.0003874721950702246
186,3,000 and,0.0003830644369263522
187,1,000 as,0.0004371324900544184
187,2,000 and,0.00037448822665273615
187,3,000,0.0003699311680727559
188,1,000 as,0.00042261986708282996
188,2,000 and,0.00035819781420374884
188,3,000,0.00034779526112848
189,1,000 and,0.0003583492469984034
189,2,000 as,0.0003552798501941458
189,3,000,0.00027432899283010524
190,1,000 as,0.00042755471008439045
190,2,000,0.00041843171327366396
190,3,000 and,0.0003358978895618986
191,1,000 as,0.0004212777070547482
191,2,000,0.0004019602216385093
191,3,000 and,0.0003469203859900239
192,1,000 as,0.00038588894082161184
192,2,000,0.0003845901406082862
192,3,000 and,0.00033233931552923443
193,1,000 as,0.0003922624159739101
193,2,000,0.0003544011370685064
193,3,000 and,0.00033954802165235505
194,1,000 as,0.00040282576769683643
194,2,000,0.00039218107395955345
194,3,000 and,0.00035851189326837176
195,1,000 as,0.0004087283229755862
195,2,000,0.00040112927016409716
195,3,000 and,0.0003311093717234836
196,1,000 as,0.00045698373236631185
196,2,000,0.0004167898514693686
196,3,000 and,0.000371420402372018
197,1,000 as,0.0004160192458271394
197,2,000 and,0.0003781837616694888
197,3,000,0.0003676062331691752
198,1,000 as,0.0004081937773227363
198,2,000,0.00036439315602291797
198,3,000 and,0.0003525157123191712
199,1,000 as,0.00041186688242157325
199,2,000 and,0.0003478725572936517
199,3,000,0.00031482208899816065
200,1,000 as,0.0003857873942398562
200,2,000 and,0.00037158535121619324
200,3,000,0.0003367088855750344
201,1,000 as,0.0004918177704177711
201,2,000 and,0.00039973241849531894
201,3,000,0.0003122833419414444
202,1,000,0.0003709822255656817
202,2,000 as,0.00036349844844393836
202,3,000 and,0.000331559962269112
203,1,000 as,0.0004042956412080705
203,2,000,0.000389435071122883
203,3,000 and,0.00034276182986145225
204,1,000 as,0.0003723000255346684
204,2,000,0.0003623156154633401
204,3,000 and,0.00030895615978727167
205,1,000,0.00039357570913332054
205,2,000 as,0.0003568798271614058
205,3,000 and,0.0003553506251329825
206,1,000 as,0.00046264613326368783
206,2,000,0.0003940152329747026
206,3,000 and,0.00037645438181929447
207,1,000 as,0.0003627610225523904
207,2,000 and,0.0003324059574696427
207,3,000,0.00028913286594242047
208,1,000 as,0.0004951589833893904
208,2,000 and,0.0003898556386285661
208,3,000,0.0003848169790482022
209,1,000 as,0.00036601626920627363
209,2,000 and,0.00035476364260343907
209,3,000,0.0003003848199989985
210,1,000,0.00038515767911395085
210,2,000 as,0.0003786779346183854
210,3,000 and,0.00033292642417511603
211,1,000,0.00044452140478903163
211,2,000 as,0.00039637750127833726
211,3,000 and,0.0003361581346302075
212,1,000,0.00039084468701198967
212,2,000 as,0.00037331516545914295
212,3,000 and,0.0003451142013013268
213,1,000 as,0.00044157100963640786
213,2,000,0.0004125792496455276
213,3,000 and,0.00036854499490621037
214,1,000,0.0004299960116478521
214,2,000 as,0.0004069113094849475
214,3,000 and,0.0003386227236402607
215,1,000,0.00028968791385309336
215,2,000 as,0.0002890646262164839
215,3,000 and,0.00026895227832588045
216,1,000 as,0.00038525302953851503
216,2,000 and,0.0003612173569466269
216,3,000,0.0003579420700307056
217,1,000 as,0.0005109763228897116
217,2,000,0.00040983767211211637
217,3,000 and,0.00040103425460585597
218,1,000 as,0.00035480519669191696
218,2,000 and,0.0003391120772383018
218,3,000,0.00029647000325949766
219,1,000 as,0.00039665504561770025
219,2,000 and,0.0003397510375920542
219,3,000,0.00032263574113087503
220,1,000 as,0.0003791866260864944
220,2,000,0.00035582286186492925
220,3,000 and,0.0003118331656404278
221,1,000 as,0.00040052268997196503
221,2,000 and,0.0003324047308319414
221,3,000,0.00030117992712523574
222,1,000 as,0.00043690185400281113
222,2,000,0.0004237225702264759
222,3,000 and,0.00036153334938324313
223,1,000 as,0.00037751885561779615
223,2,000 and,0.00035690862241809554
223,3,000,0.0003409282466438213
224,1,000 as,0.00037888738543090297
224,2,000 and,0.00035410663439661545
224,3,000,0.0003376513227388136
225,1,000 as,0.0003677059015775461
225,2,000,0.0003582985596857001
225,3,000 and,0.00035396284948780685
226,1,000 as,0.0004610284847435508
226,2,000,0.0004081718775480742
226,3,000 and,0.0003699577016341398
227,1,000 as,0.0004445753151428978
227,2,000,0.00043516171653367597
227,3,000 and,0.0003764535892745631
228,1,000,0.00039869377823845446
228,2,000 as,0.000371127616554307
228,3,000 and,0.0003205049336538534
229,1,000,0.0003936636450912909
229,2,000 as,0.00036265551127445493
229,3,000 and,0.0003261569173015628
230,1,000 as,0.0004156579788241896
230,2,000,0.00035288395340498947
230,3,000 and,0.00034890312865465265
231,1,000 as,0.0004307085958158742
231,2,000 and,0.0003449404580573582
231,3,000,0.00033735973757808825
232,1,000 as,0.00035621842437517134
232,2,000,0.00034683611328914635
232,3,000 and,0.0003241256487475599
233,1,000 as,0.0003293857578940372
233,2,000,0.0003106894215417081
233,3,000 and,0.00030871668481013173
234,1,000 and,0.00031814611583019624
234,2,000 as,0.0003099862818754773
234,3,000,0.00028815278029387494
235,1,000 as,0.0004075375695255127
235,2,000 and,0.00034795552591454894
235,3,000,0.0003381252126405909
236,1,000 as,0.00040064194801759935
236,2,000 and,0.0003673907194770794
236,3,000,0.00034711931865272867
237,1,000 as,0.00044424406629913756
237,2,000 and,0.0003707735802998886
237,3,000,0.0003670145771726327
238,1,000 as,0.0003376206058745865
238,2,000,0.0002854608662997307
238,3,000 and,0.0002733196317759289
239,1,000,0.0003203496564043929
239,2,000 as,0.00031809893882538625
239,3,000 and,0.00027870657924051616
240,1,000 as,0.00045139960461762794
240,2,000,0.0004093324921393184
240,3,000 and,0.00038261906174046295
241,1,000 and,0.00036982880223027553
241,2,000 as,0.0003607600173784462
241,3,000,0.0003096386005327782
242,1,000 as,0.00040331758043348056
242,2,000,0.00038388692270531645
242,3,000 and,0.00034357665129535717
243,1,000 as,0.00038184437777308267
243,2,000,0.00037414966619768984
243,3,000 and,0.0003374230806135029
244,1,000 as,0.00042548864698324895
244,2,000 and,0.00035140606970206206
244,3,000,0.000320695158046586
245,1,000 as,0.00040718791546278207
245,2,000,0.00037715325309400655
245,3,000 and,0.000365474869916408
246,1,000,0.00040325763268049325
246,2,000 as,0.0003669883579576225
246,3,000 and,0.0003380656622978647
247,1,000 as,0.00047478035936576583
247,2,000,0.0003553113582293326
247,3,000 and,0.00034613042292945637
248,1,000 as,0.00034220068551141616
248,2,000,0.00031971208469258876
248,3,000 and,0.00028529118395704357
249,1,000,0.0003727425621301547
249,2,000 as,0.00035377354409593567
249,3,000 and,0.0003500247071491966
250,1,000 as,0.0003769230274260531
250,2,000,0.0003724451299606037
250,3,000 and,0.0003521831806478705
251,1,000 as,0.00035012492261264134
251,2,000 and,0.0003381487663943548
251,3,000,0.0002756042087734189
252,1,000 and,0.0003772022050713259
252,2,000 as,0.0003527508852128814
252,3,000,0.0003074231803729076
253,1,000,0.00039955886513660623
253,2,000 as,0.0003785262211996132
253,3,000 and,0.00035952505465222754
254,1,000 as,0.0004374416781494069
254,2,000,0.0004255045047964584
254,3,000 and,0.00037518016586412584
255,1,000,0.00042845345970945017
255,2,000 as,0.00040697205722133717
255,3,000 and,0.0003600907880411313
256,1,000 as,0.0003654831758462211
256,2,000 and,0.0003401669918268156
256,3,000,0.00033272677613379394
257,1,000 as,0.00038505949296456456
257,2,000,0.00037023454273603514
257,3,000 and,0.0003610963134231097
258,1,000 as,0.0004771416829679536
258,2,000 and,0.0003395854306308093
258,3,000,0.0003294582519983718
259,1,000 as,0.0003981153738010559
259,2,000,0.0003426253349981505
259,3,000 and,0.0003219974131080981
260,1,000,0.0003455115165913267
260,2,000 and,0.00034075536698242783
260,3,000 as,0.00034017990482979233
261,1,000 as,0.00044692946242851935
261,2,000,0.00039997817723374715
261,3,000 and,0.000356086505501823
262,1,000 as,0.00039533306081509546
262,2,000,0.0003812451634331118
262,3,000 and,0.0003735220593319745
263,1,000 and,0.00041161926125696447
263,2,000 as,0.00037695600841749463
263,3,000,0.0003430246460039806
264,1,000,0.0004033649260364166
264,2,000 as,0.0003832124610527328
264,3,000 and,0.00036403643464865673
265,1,000 as,0.00040782699133967286
265,2,000 and,0.00038480263130084223
265,3,000,0.00034592109665563446
266,1,000 as,0.0003709719933495665
266,2,000,0.0003640261852993193
266,3,000 and,0.00030679694996514146
267,1,000 as,0.0004224193668516076
267,2,000 and,0.000373919561996079
267,3,000,0.0003336614918897365
268,1,000 as,0.00039368638539561844
268,2,000,0.0003874533573289986
268,3,000 and,0.0003747800888086514
