class,rank,token,mean_abs_shap
24,1,000 as,0.00037154966220455724
24,2,000 and,0.00034983457511000035
24,3,000,0.0003459656399573943
25,1,000 as,0.0003662889072816961
25,2,000,0.00034953536267396377
25,3,000 and,0.00029735266823626994
26,1,000 as,0.0004585445313683384
26,2,000,0.00041581906328671257
26,3,000 and,0.0003597801149657764
27,1,000 as,0.00042657766336865225
27,2,000,0.0003977997818701129
27,3,000 and,0.0003611667247660278
28,1,000 as,0.00038464503954247815
28,2,000,0.0003097767398109164
28,3,000 and,0.0002881467355831278
29,1,000 as,0.00037236284231579
29,2,000,0.00031827145084995954
29,3,000 and,0.00031093280843710907
30,1,000 as,0.0003310866534504518
30,2,000,0.000321647810260043
30,3,000 and,0.0002861332893861791
31,1,000 as,0.00040288844493415696
31,2,000,0.00039116038208737236
31,3,000 and,0.0003527431224230741
32,1,000 as,0.00042644910301417246
32,2,000,0.00035534923689415813
32,3,000 and,0.0003166368781213987
33,1,000 as,0.0003709118762745291
33,2,000 and,0.0003097760484076052
33,3,000,0.00029398716113959614
34,1,000 as,0.0003724729818414705
34,2,000,0.0003442349701048007
34,3,000 and,0.0003169056946967551
35,1,000 as,0.00037528531448512414
35,2,000,0.00034128963075509805
35,3,000 and,0.0003232682239496623
36,1,000,0.00040561589472536347
36,2,000 and,0.0003570636440835708
36,3,000 as,0.00035661727449877824
37,1,000 as,0.00038445675845404526
37,2,000,0.0003743433310005393
37,3,000 and,0.0003417601235932724
38,1,000 as,0.0003886270889688385
38,2,000,0.00033891517119792396
38,3,000 and,0.0003249808843625805
39,1,000 as,0.00041158696361761997
39,2,000 and,0.00038906094001505835
39,3,000,0.0003575029183805679
40,1,000 as,0.0003828460920281281
40,2,000 and,0.00033181513870676163
40,3,000,0.0002985315229666711
41,1,000 as,0.00033723978900547866
41,2,000 and,0.0003197172429950799
41,3,000,0.00030527347837395097
42,1,000 as,0.0003522254775120866
42,2,000,0.00034157285386714854
42,3,000 and,0.0002976791226130541
43,1,000 as,0.00037942051354346334
43,2,000 and,0.00035463403064869945
43,3,000,0.000350962480908064
44,1,000 as,0.0004986534034328634
44,2,000,0.0004632995728930665
44,3,000 and,0.0003969623870618963
45,1,000 as,0.0004358141200165651
45,2,000,0.000379928738948875
45,3,000 and,0.0003492970638001259
46,1,000 as,0.00040302985008973765
46,2,000 and,0.00036461986597700446
46,3,000,0.00030699341559699576
47,1,000 as,0.00041446524779137003
47,2,000,0.00036812556419140086
47,3,000 and,0.0003358235433651623
48,1,000,0.00034623112897157817
48,2,000 as,0.00034083577591409334
48,3,000 and,0.0002875185305038184
49,1,000 as,0.00040335134954537835
49,2,000,0.0003844586684816453
49,3,000 and,0.000328316279775946
50,1,000 as,0.00043593851902636683
50,2,000,0.00040276217195806067
50,3,000 and,0.0003384674335155874
51,1,000 as,0.0003602298065441593
51,2,000 and,0.0003504481208674651
51,3,000,0.0002954777256790104
52,1,000,0.00035950105449087847
52,2,000 as,0.000357962477975541
52,3,000 and,0.00029783101140517897
53,1,000 as,0.0004286265215452415
53,2,000,0.0003704290930596111
53,3,000 and,0.0003090806471221126
54,1,000,0.0004369889892117962
54,2,000 as,0.00036721770862220375
54,3,000 and,0.00033579700359006914
55,1,000 as,0.0003852083674891595
55,2,000 and,0.00034191074955068233
55,3,000,0.0003108119278598947
56,1,000 and,0.0003770646734769676
56,2,000 as,0.00033402354975816973
56,3,000,0.0003108518838799277
57,1,000 as,0.0004241707167050533
57,2,000 and,0.00033240053576540925
57,3,000,0.0002897645091559157
58,1,000 as,0.0003410316705147018
58,2,000 and,0.0003180204089513644
58,3,000,0.0002637804316630169
59,1,000 and,0.0003923744147700609
59,2,000 as,0.0003796130847047693
59,3,000,0.0003517375014515517
60,1,000 as,0.0004490694674167491
60,2,000,0.0003900176380526289
60,3,000 and,0.0003531861197390037
61,1,000 as,0.00039416913624083246
61,2,000,0.0003880477268614059
61,3,000 and,0.0003508280974588144
62,1,000 as,0.0004358935219088569
62,2,000 and,0.0004008506357372354
62,3,000,0.000373462758975567
63,1,000 as,0.0004724232384417382
63,2,000 and,0.00037867946764766304
63,3,000,0.0003144608633156197
64,1,000 as,0.00041836780080814576
64,2,000 and,0.00039688689713833627
64,3,000,0.00036308277068161995
65,1,000 as,0.0004642251629319215
65,2,000,0.0004547110250835474
65,3,000 and,0.00039390660991813354
66,1,000 as,0.00039137466403070157
66,2,000,0.00034534239819847935
66,3,000 and,0.0003359534072590351
67,1,000 as,0.00042570451617398604
67,2,000,0.00035240429365742114
67,3,000 and,0.00031905697547665265
68,1,000,0.0004287604065457991
68,2,000 as,0.0004158024760787932
68,3,000 and,0.0003767976585765074
69,1,000 as,0.0003919289472098425
69,2,000,0.00034263691505238283
69,3,000 and,0.0003324546423798272
70,1,000 as,0.0003780671411547858
70,2,000 and,0.0003312920252309871
70,3,000,0.00031365991924494545
71,1,000 as,0.0004128514398589191
71,2,000 and,0.0003705111442115541
71,3,000,0.000335658692876909
72,1,000 as,0.00034403895562418164
72,2,000 and,0.00033180161093207425
72,3,000,0.00028835572240734414
73,1,000 as,0.00039032080830661965
73,2,000 and,0.00031278292267945134
73,3,000,0.00030552811058627224
74,1,000 as,0.0003539717829560437
74,2,000 and,0.00035386959435019513
74,3,000,0.0002826811189396368
75,1,000,0.00040173463689801013
75,2,000 as,0.000362577448146973
75,3,000 and,0.000321833792154334
76,1,000 as,0.000441982148849142
76,2,000 and,0.0003942119220856864
76,3,000,0.00037877049749990787
77,1,000 as,0.0004301320349550819
77,2,000,0.0003618215741878892
77,3,000 and,0.00035378781627175895
78,1,000 as,0.0004612500961133578
78,2,000 and,0.0003447491946707101
78,3,000,0.00033378350794875927
79,1,000 as,0.00038514671196974846
79,2,000 and,0.00031906385920149355
79,3,000,0.00030648422741477694
80,1,000 and,0.00038604469326016444
80,2,000 as,0.00035626097947230313
80,3,000,0.00032334113455740216
81,1,000 as,0.0004170202340367084
81,2,000,0.0003625473347407437
81,3,000 and,0.0003548103288769366
82,1,000 as,0.00046234120030558664
82,2,000 and,0.00035902356712660683
82,3,000,0.00032404977125675245
83,1,000 as,0.00038016043680123
83,2,000 and,0.00032573471953438514
83,3,000,0.0003091463589871565
84,1,000,0.00044400280870173517
84,2,000 as,0.00042733444642975723
84,3,000 and,0.00035775523970508745
85,1,000 as,0.0003937407371117622
85,2,000 and,0.00036198741572406496
85,3,000,0.0002893855879169687
86,1,000 as,0.0003569597785877492
86,2,000 and,0.00035000523664753704
86,3,000,0.0003079093676852919
87,1,000 as,0.00045963235596371106
87,2,000 and,0.00036979351261964144
87,3,000,0.0003645956845488453
88,1,000 as,0.00045562431877862466
88,2,000,0.0003509105909806686
88,3,000 and,0.00032463357444352536
89,1,000,0.0005235227191271622
89,2,000 as,0.0005023407141134228
89,3,000 and,0.0004071752985347954
90,1,000 as,0.0003560483648362551
90,2,000,0.00030503389631956476
90,3,000 and,0.00028058587847726817
91,1,000 and,0.0003758869167560825
91,2,000 as,0.00037067472469737485
91,3,000,0.0002841497175378392
92,1,000 as,0.0004068516767222167
92,2,000 and,0.00036900002500257984
92,3,000,0.0003567988799176919
93,1,000 as,0.0003993889495195544
93,2,000,0.00038507098919016456
93,3,000 and,0.0003502865160220786
94,1,000,0.0003729581419275429
94,2,000 as,0.00036284287887996115
94,3,000 and,0.0003096284351012825
95,1,000 as,0.00035696921136661757
95,2,000 and,0.00035361282652561754
95,3,000,0.00035228451957109884
96,1,000 as,0.00040039552738528806
96,2,000,0.00038328179061045207
96,3,000 and,0.0003482304689965188
97,1,000 as,0.00037440464954071896
97,2,000 and,0.0003594235197029801
97,3,000,0.0003505874551017948
98,1,000 as,0.00038842178092762016
98,2,000,0.00033534979683877295
98,3,000 and,0.00030516445906749335
99,1,000,0.00044799854838910584
99,2,000 as,0.00042080104891206645
99,3,000 and,0.0003344425295718815
100,1,000 as,0.0003805060585273318
100,2,000,0.00033398648876501233
100,3,000 and,0.00029799748588019506
101,1,000 as,0.000390403745303031
101,2,000,0.0003257589721213134
101,3,000 and,0.0002970328390386419
102,1,000 and,0.0003252034641236448
102,2,000 as,0.0003182639659501613
102,3,000,0.0003121966925480697
103,1,000 as,0.0004965406483041766
103,2,000,0.0004173984558741372
103,3,000 and,0.0003730542138891911
104,1,000 as,0.00035491434858584043
104,2,000 and,0.0003205105326181188
104,3,000,0.00031595743451955213
105,1,000 and,0.0004477162042347187
105,2,000 as,0.0003536027245137702
105,3,000,0.00032893882386077076
106,1,000 as,0.0004082449201853384
106,2,000,0.0003552576968683107
106,3,000 and,0.00034614606723177053
107,1,000 as,0.00046327606313883415
107,2,000 and,0.00035763918571991225
107,3,000,0.0003320352324589295
108,1,000 as,0.0003899028943213321
108,2,000 and,0.00036419710129884054
108,3,000,0.0003495232639915596
109,1,000 as,0.0003837832859645479
109,2,000,0.00036670657265367167
109,3,000 and,0.0003597345984221734
110,1,000 as,0.0004956892871544108
110,2,000,0.0003799648726913542
110,3,000 and,0.0003780074108972905
111,1,000 as,0.0004403163581831084
111,2,000,0.00042613348190129787
111,3,000 and,0.00040389046777920075
112,1,000 as,0.0004294091237429579
112,2,000 and,0.0003789744136482919
112,3,000,0.00036346817120275654
113,1,000 as,0.0003814950390568719
113,2,000,0.00030014925770239587
113,3,000 and,0.0002979285105342648
114,1,000 as,0.0004104601267601825
114,2,000 and,0.00035050707565451673
114,3,000,0.0003328387189372237
115,1,000,0.0004531022824591344
115,2,000 as,0.0004388070656144435
115,3,000 and,0.0004041691091918036
116,1,000 as,0.0003989916140112042
116,2,000 and,0.0003712092622047401
116,3,000,0.00027382790685386477
117,1,000 as,0.00042548404951814485
117,2,000,0.0003790903906160057
117,3,000 and,0.0003371919211990065
118,1,000 as,0.00038339045655701225
118,2,000,0.00036769918145755236
118,3,000 and,0.00032395167673257363
119,1,000 as,0.00045218206862060613
119,2,000 and,0.00035129386701880427
119,3,000,0.0003214613084488571
120,1,000 as,0.000411520820979991
120,2,000,0.00037338658914161534
120,3,000 and,0.0003324792544601143
121,1,000 as,0.00042666742287690253
121,2,000,0.00036154721764685045
121,3,000 and,0.00033703865829161296
122,1,000 as,0.00033984047759049726
122,2,000 and,0.0002713455370171795
122,3,000,0.000269379816543228
123,1,000 as,0.0003356311451068136
123,2,000 and,0.0003039772448033776
123,3,000,0.00028364522154184223
124,1,000 as,0.0003531041131452289
124,2,000 and,0.0003180297015654723
124,3,000,0.00030020830308742614
125,1,000 as,0.0004567927204551747
125,2,000,0.0004065584832123279
125,3,000 and,0.0003656327099226765
126,1,000 as,0.00044214985361051856
126,2,000,0.0003794195284824887
126,3,000 and,0.00037156861960524425
127,1,000,0.000430006512615405
127,2,000 as,0.00041249762762009896
127,3,000 and,0.0003482625599964368
128,1,000 as,0.0005117833869066085
128,2,000,0.0004644345155818296
128,3,000 and,0.0004486989126400136
129,1,000 and,0.00040200671403095074
129,2,000 as,0.00034108542288668344
129,3,000,0.0003097808356119571
130,1,000 as,0.00037351584704249945
130,2,000 and,0.0003260593924037384
130,3,000,0.00031801266016033563
131,1,000 as,0.0004364651463937849
131,2,000 and,0.0004014779489835401
131,3,000,0.0003450930937613802
132,1,000 as,0.00040964816606621203
132,2,000,0.00036261810958703274
132,3,000 and,0.0003588856328588735
133,1,000 as,0.0004278319449991275
133,2,000,0.00037970526305658973
133,3,000 and,0.0003561186176593927
134,1,000 as,0.000423550235715002
134,2,000 and,0.00040173124655685567
134,3,000,0.00037212269851969593
135,1,000 as,0.00035825135335522764
135,2,000 and,0.00032263242238816356
135,3,000,0.0003109182809671765
136,1,000 as,0.0004052430069306356
136,2,000,0.0003684453495450803
136,3,000 and,0.00034744533316894143
137,1,000 as,0.0003482636055363453
137,2,000,0.0003232289209755699
137,3,000 and,0.00030230111482047376
138,1,000 as,0.0003593260432469242
138,2,000,0.00035448267871738724
138,3,000 and,0.00033486446283401594
139,1,000 as,0.0004505464354096937
139,2,000,0.00036171888746903903
139,3,000 and,0.00034396785618073604
140,1,000 as,0.00045252713907470817
140,2,000,0.00042554578698717697
140,3,000 and,0.00039472741582558804
141,1,000 as,0.00037080484961860124
141,2,000,0.0003335654310365666
141,3,000 and,0.0003187773229224849
142,1,000 as,0.00038538296939953274
142,2,000 and,0.0003557807204193658
142,3,000,0.0003182185014279922
143,1,000 as,0.0003696212122453483
143,2,000,0.0003204483817430344
143,3,000 and,0.0003166858061239489
144,1,000 as,0.0003735373846716123
144,2,000 and,0.0003510740249503864
144,3,000,0.00034101591268374527
145,1,000,0.0004263615905343206
145,2,000 as,0.0004140195281374272
145,3,000 and,0.00035716285665611877
146,1,000 as,0.0004691023412330673
146,2,000,0.00038138909410111865
146,3,000 and,0.000357088569900736
147,1,000,0.00042923508898408755
147,2,000 as,0.00041802120481210405
147,3,000 and,0.0003576785578903833
148,1,000 and,0.0003810206458541686
148,2,000 as,0.0003180430297038673
148,3,000,0.00029484966762737696
149,1,000 as,0.0003618771362620007
149,2,000,0.00033888193522889484
149,3,000 and,0.0003356257701100187
150,1,000 as,0.0004948738578820123
150,2,000,0.0004792311131933035
150,3,000 and,0.00043641702750771874
151,1,000 as,0.0003630374666141855
151,2,000,0.00035831310412752997
151,3,000 and,0.00033050426396469474
152,1,000,0.0003673573186131652
152,2,000 as,0.0003506931759753543
152,3,000 and,0.0002750580684929024
153,1,000 as,0.0004008250165566923
153,2,000 and,0.00038958597391777717
153,3,000,0.00038379131341456825
154,1,000 as,0.00042781049314404934
154,2,000,0.0004098007421151474
154,3,000 and,0.0003714158237580928
155,1,000 as,0.0004774706910620086
155,2,000,0.0003792194833008465
155,3,000 and,0.0003635353381623162
156,1,000 as,0.0003819378915801958
156,2,000,0.00032392732682865046
156,3,000 and,0.00031782060790835605
157,1,000 as,0.00039907096662643055
157,2,000,0.00038930287506134376
157,3,000 and,0.00034555799537124693
158,1,000 as,0.0004561713779033995
158,2,000 and,0.0003624210203034731
158,3,000,0.000359393670442127
159,1,000 as,0.0004351323496935056
159,2,000 and,0.0003485980708427742
159,3,000,0.00032547462773095383
160,1,000 as,0.0004569854501589325
160,2,000 and,0.0003914302577398982
160,3,000,0.0003344922040491226
161,1,000 as,0.0003978351382855309
161,2,000 and,0.0003376730666487733
161,3,000,0.00030902948610340503
162,1,000 as,0.0004658557066371142
162,2,000 and,0.00037488381500216976
162,3,000,0.0003391410469316542
163,1,000 as,0.00038317516612921306
163,2,000,0.0003466212818203178
163,3,000 and,0.00033168949348340597
164,1,000 as,0.0003869851348448549
164,2,000,0.0003427093499557484
164,3,000 and,0.00032753201778081903
165,1,000 as,0.00043164235743582664
165,2,000,0.0003215443000774851
165,3,000 and,0.00030901904977997247
166,1,000,0.00045048999852725013
166,2,000 as,0.00043380133229348905
166,3,000 and,0.00041008235145705626
167,1,000 and,0.00037390230250406126
167,2,000 as,0.00032439662129414234
167,3,000,0.0002889638968387157
168,1,000 as,0.00037907036349190093
168,2,000,0.00034339232211748946
168,3,000 and,0.00032813535991599584
169,1,000 as,0.00039203759555822044
169,2,000,0.0003912076374386737
169,3,000 and,0.00034256469197674387
170,1,000 as,0.0004109694798624758
170,2,000 and,0.00033057687756128743
170,3,000,0.00030464785574103816
171,1,000 and,0.00032022645417393756
171,2,000 as,0.00029552443197661574
171,3,000,0.0002671023047857351
172,1,000 as,0.00043253436817528056
172,2,000 and,0.0003914946002758771
172,3,000,0.00033844949961561965
173,1,000 as,0.00032283323155734173
173,2,000 and,0.0003076581680135951
173,3,000,0.0002573726700261249
174,1,000 as,0.0004074037384515642
174,2,000 and,0.00034461731851874764
174,3,000,0.00033145011470209424
175,1,000 and,0.00041942910995431277
175,2,000 as,0.00041627622585844705
175,3,000,0.0003860227465169771
176,1,000 as,0.00039220238825370216
176,2,000,0.00036367322929449454
176,3,000 and,0.0003469658217076989
177,1,000 and,0.00037074767481169973
177,2,000 as,0.00030527952846506917
177,3,000,0.0002908725503155048
178,1,000 as,0.00033705352658465693
178,2,000 and,0.0003060983891914722
178,3,000,0.0002622852949490863
179,1,000,0.0003885428839702829
179,2,000 and,0.00038217173283771477
179,3,000 as,0.00036232371864874984
180,1,000 as,0.00039639219521916415
180,2,000 and,0.0003858299034897359
180,3,000,0.000344965195780702
181,1,000 as,0.00043363011283252567
181,2,000,0.000386707539655928
181,3,000 and,0.0003738783255690751
182,1,000 as,0.00037105853688137135
182,2,000 and,0.00032022644608137383
182,3,000,0.00030722053153022606
183,1,000 as,0.00040592621861928135
183,2,000,0.000378904560563896
183,3,000 and,0.000365635877495215
184,1,000 as,0.0003699988282430284
184,2,000 and,0.0003526984992686786
184,3,000,0.0003140213879257862
185,1,000 as,0.00035860765194173133
185,2,000,0.00031602668294754304
185,3,000 and,0.00029228332931734396
186,1,000 as,0.0003846484830585096
186,2,000 and,0.0003576491471633861
186,3,000,0.0003336714313291845
187,1,000 as,0.00043179926483535413
187,2,000,0.0003891941021021817
187,3,000 and,0.0003762180201922493
188,1,000 as,0.0003969608774386371
188,2,000 and,0.00038141723212334593
188,3,000,0.0003737973534655063
189,1,000 as,0.0004723984519982032
189,2,000 and,0.0003825573772839713
189,3,000,0.00033763105399989393
190,1,000,0.0003706162577170316
190,2,000 and,0.00035843985064726134
190,3,000 as,0.0003564929460889792
191,1,000 as,0.0004486514346765423
191,2,000,0.0003449267413935435
191,3,000 and,0.0003376095001989695
192,1,000 as,0.00046855248387142
192,2,000,0.00046069440195203653
192,3,000 and,0.0004362825673949879
193,1,000 as,0.00041920652100172997
193,2,000,0.0003746926049724966
193,3,000 and,0.00037232684216100106
194,1,000 as,0.0003878405944782333
194,2,000 and,0.0003718938318791125
194,3,000,0.0002952359827178733
195,1,000 as,0.00043407749355813723
195,2,000,0.0003795215495756577
195,3,000 and,0.0003346620071443354
196,1,000 as,0.0003922879493843919
196,2,000 and,0.00037498379865701873
196,3,000,0.0003568867751542474
197,1,000 as,0.00038991788787710554
197,2,000,0.0003648816603339812
197,3,000 and,0.0003234420276220589
198,1,000 as,0.000396980584843521
198,2,000,0.0003663451587357359
198,3,000 and,0.0003442791945146012
199,1,000 as,0.0004481491700221562
199,2,000 and,0.0003539738733373203
199,3,000,0.00031326361216178734
200,1,000 as,0.0004489355127916612
200,2,000,0.00042258126004156017
200,3,000 and,0.00039151948875701403
201,1,000 as,0.0004192385439934842
201,2,000 and,0.00034330819411595504
201,3,000,0.00032435546680960456
202,1,000 as,0.0004324774182341734
202,2,000 and,0.0003832664844892536
202,3,000,0.0003617760486151595
203,1,000 as,0.000368809835580591
203,2,000 and,0.00033469359750093225
203,3,000,0.000329663282122607
204,1,000 as,0.00036912473241966303
204,2,000,0.00032358349617939115
204,3,000 and,0.0002997839523382633
205,1,000 and,0.00035509951520715363
205,2,000 as,0.00033963295900008565
205,3,000,0.00031190737301148763
206,1,000 as,0.00039141707103406613
206,2,000,0.0003627610394762026
206,3,000 and,0.00034150127392332415
207,1,000 as,0.0004536168641703006
207,2,000,0.0003910464753261253
207,3,000 and,0.0003453461985292163
208,1,000 and,0.0003250099391701028
208,2,000 as,0.0003064918910852618
208,3,000,0.00030008340802672106
209,1,000 as,0.00037152901140654774
209,2,000,0.0003496886376884124
209,3,000 and,0.0003291224092414728
210,1,000 as,0.0003829406809751123
210,2,000 and,0.00034986221739635937
210,3,000,0.0003100172554971176
211,1,000 as,0.000492485534655492
211,2,000,0.0004384994044393084
211,3,000 and,0.00042674889130246365
212,1,000 as,0.00038970015143359417
212,2,000 and,0.0003121330773512895
212,3,000,0.00027970781557678896
213,1,000 and,0.00038461909594773386
213,2,000 as,0.0003394731643441594
213,3,000,0.00030955416841571624
214,1,000 as,0.0005024725499946139
214,2,000 and,0.0003829958496449149
214,3,000,0.0003667893050869254
215,1,000 as,0.00039649157650849644
215,2,000 and,0.0003564931349327545
215,3,000,0.00030464873103577686
216,1,000 as,0.00045630312215758187
216,2,000,0.00039630816384507716
216,3,000 and,0.00036534435074441987
217,1,000 as,0.00040172305445385
217,2,000,0.00036953973135372167
217,3,000 and,0.0003549888876041893
218,1,000 as,0.0004122026228678338
218,2,000,0.00035401974282027834
218,3,000 and,0.00031735429605952347
219,1,000,0.00032470137937875014
219,2,000 as,0.00030439998325995583
219,3,000 and,0.0002648495005943735
220,1,000 as,0.0003595262577562043
220,2,000 and,0.00032405636603157146
220,3,000,0.00029588572150612846
221,1,000 and,0.0003338894952456901
221,2,000 as,0.00032294231279119735
221,3,000,0.00029050138001186435
222,1,000 and,0.00039747076263343354
222,2,000 as,0.0003574049526026899
222,3,000,0.0003180329810031105
223,1,000 as,0.0003780649770629142
223,2,000 and,0.00030581838071821506
223,3,000,0.0002903997250977961
224,1,000 as,0.00037971213109317065
224,2,000,0.0003175966844906689
224,3,000 and,0.00029993952795902886
225,1,000,0.00040706148431552156
225,2,000 as,0.0003991421031108497
225,3,000 and,0.0003669962062031419
226,1,000 as,0.00039262322774574976
226,2,000,0.00035595239923247074
226,3,000 and,0.00034014580605370754
227,1,000 as,0.0003284852008616712
227,2,000,0.00029279390639417967
227,3,000 and,0.00028401334828347216
228,1,000 as,0.00042447562129785063
228,2,000 and,0.00033679165785568884
228,3,000,0.0002988995676770764
229,1,000 as,0.00035902832783072373
229,2,000 and,0.0003395015563123994
229,3,000,0.0003327453502655505
230,1,000 as,0.0004979051823660376
230,2,000,0.00043867221283920246
230,3,000 and,0.0004227634416676152
231,1,000 as,0.00037275309564332684
231,2,000 and,0.00036740993522010857
231,3,000,0.0002876380489714161
232,1,000 as,0.0004236321275763568
232,2,000,0.00038663153459920666
232,3,000 and,0.00036636342276958917
233,1,000 as,0.00039974427468770124
233,2,000 and,0.0003341251462955601
233,3,000,0.00031807787187087655
234,1,000 as,0.00042570002489676704
234,2,000,0.00036343536880126926
234,3,000 and,0.00035687318188982667
235,1,000 as,0.0003921691238633041
235,2,000 and,0.0003597062686877175
235,3,000,0.0003118554900100182
236,1,000 as,0.0004289919990876193
236,2,000,0.00040117787088853177
236,3,000 and,0.00032213603062468323
237,1,000 as,0.00042960675941527374
237,2,000,0.0003899931414364637
237,3,000 and,0.000324688879775148
238,1,000 as,0.00038633556619096463
238,2,000,0.0003182612132270846
238,3,000 and,0.0003160392403696264
239,1,000 as,0.0003596335907446217
239,2,000 and,0.00034462157493475685
239,3,000,0.0003350613479451699
240,1,000 as,0.0004178651005577329
240,2,000,0.0003561428614881261
240,3,000 and,0.00031823227828524435
241,1,000 as,0.00043244882354557244
241,2,000,0.00039258533557643376
241,3,000 and,0.0003797882619003538
242,1,000 as,0.0004609106303202191
242,2,000,0.0003979113072564429
242,3,000 and,0.0003967456199826221
243,1,000 as,0.0003570565405949984
243,2,000 and,0.00030119918645058857
243,3,000,0.00029620840774318726
244,1,000 and,0.000353977146404533
244,2,000 as,0.00030923032078914906
244,3,000,0.0003041935061982284
245,1,000 as,0.0003864854119294879
245,2,000,0.00030429188025837123
245,3,000 and,0.0002973693212177186
246,1,000 and,0.0003133147544582258
246,2,000 as,0.0003011728276132045
246,3,000,0.0002968071250652014
247,1,000 as,0.00041593633162268753
247,2,000,0.00039565098120377236
247,3,000 and,0.00035741589728583014
248,1,000 as,0.000434391885329935
248,2,000,0.00042972689914680195
248,3,000 and,0.0004015297527527826
249,1,000 as,0.0003675631436064434
249,2,000,0.0003660883911470856
249,3,000 and,0.00033437842588980305
250,1,000,0.00037851917177536456
250,2,000 as,0.00037130819736043685
250,3,000 and,0.0003027385689470672
251,1,000 as,0.00039122882282138197
251,2,000 and,0.00038886177180395327
251,3,000,0.00035254707511053176
252,1,000 as,0.00048490295498271633
252,2,000,0.00038522609440687914
252,3,000 and,0.0003756754358597994
253,1,000 as,0.00040268656290945
253,2,000,0.0003952547396195162
253,3,000 and,0.0003638508249879765
254,1,000 as,0.00039846084195009157
254,2,000,0.00036405889960594703
254,3,000 and,0.0003532840877930836
255,1,000 as,0.00037927978082067764
255,2,000 and,0.0003416437060140585
255,3,000,0.00032699292227495873
256,1,000,0.0003502208356836374
256,2,000 as,0.00034607664939548775
256,3,000 and,0.00028195640538644634
257,1,000 and,0.0003378542449163715
257,2,000 as,0.0003097011593702522
257,3,000,0.0002670931462118129
258,1,000 as,0.0003020143483503042
258,2,000,0.00027645380536319667
258,3,000 and,0.0002749149685040799
259,1,000 and,0.0003822356511058256
259,2,000 as,0.0003791706381981975
259,3,000,0.00035493493371646043
260,1,000 and,0.000355553792765878
260,2,000 as,0.0003388861373865537
260,3,000,0.00031501294788319965
261,1,000 as,0.00039519367400463553
261,2,000 and,0.0003233999873212371
261,3,000,0.0003000429372039941
262,1,000 as,0.0003809952909348712
262,2,000 and,0.0003481388470930219
262,3,000,0.00033891737642519635
263,1,000 as,0.00036688750702531966
263,2,000,0.0003560332324121337
263,3,000 and,0.0003253504684086312
264,1,000 as,0.0003440571466217764
264,2,000 and,0.00032137994668571815
264,3,000,0.0002980862763424374
265,1,000 as,0.0003589770740115707
265,2,000 and,0.00033741815840938546
265,3,000,0.0003340800795361456
266,1,000 and,0.0003927352283093682
266,2,000 as,0.0003599143744633122
266,3,000,0.0003533254913103839
267,1,000 and,0.0003274654090121044
267,2,000 as,0.00030763002470395273
267,3,000,0.00029253763265772416
268,1,000 as,0.0004297972355991028
268,2,000,0.00036058610553541334
268,3,000 and,0.00035972331017293676
269,1,000 as,0.00041669683876515833
