metric,value
cv_acc_mean,0.6694214876033058
cv_acc_std,0.02057834644295659
cv_f1_mean,0.6299052936978979
cv_f1_std,0.0299619974767263
holdout_acc,0.6171617161716172
holdout_macro_f1,0.5932318995083996
holdout_macro_auc,0.7935200220239965
n_train,1210.0
n_test,303.0
