class,pos,neg,unc,lit,mweak,mstrong,constr,tokens,pos_ratio,neg_ratio,unc_ratio,pos_minus_neg,pos_plus_neg
neg,-0.08227877606533099,0.1928507607312982,-0.23870670317720605,-0.15906244468224334,0.11028632918003956,-0.23313793789319062,-0.17542076737755893,-0.025784472883052367,-0.07262478778566352,0.07226144221914191,0.13739270455569405,-0.19950263125847753,0.09966044957942938
neu,-0.1997902414946466,-0.27883765808138816,0.14906122460018778,0.13232873203818107,-0.09557915325745427,0.3326856124227196,0.3318313678160422,-0.027343056900615358,0.2531698761187953,0.16699532271842124,0.027902133493737862,0.09067175743553155,-0.3464770567600359
pos,0.2820690175599776,0.08598689735009049,0.08964547857701864,0.026733712644061783,-0.014707175922585037,-0.09954767452952996,-0.15641060043848337,0.0531275297836648,-0.18054508833313201,-0.23925676493756284,-0.1652948380494316,0.10883087382294593,0.2468166071806068
