class,pos,neg,unc,lit,mweak,mstrong,constr,tokens,pos_ratio,neg_ratio,unc_ratio,pos_minus_neg,pos_plus_neg
neg,0.09591456012767914,0.5947603836987587,-0.42008951995249494,0.06729973241740317,0.28578543720697586,-0.14251498403588855,0.20124043080462106,0.0595344645663813,0.1851408330437011,-0.7065470697769001,0.3720172353405434,-0.4351529207485389,0.5923080517933595
neu,-0.3693679205520861,-0.6463412315080298,0.6947945839931422,0.08028808003847039,-0.43535944728334897,0.25398487310023254,-0.10108209608732519,-0.1694387138908543,-0.37940656315763543,1.3214427631387524,-0.6030245544018946,0.34248218793555735,-0.7895534916979143
pos,0.2734533604244051,0.05158084780926754,-0.2747050640406454,-0.14758781245587382,0.14957401007637078,-0.11146988906434478,-0.1001583347172946,0.10990424932446462,0.19426573011393466,-0.614895693361852,0.23100731906135077,0.09267073281298115,0.19724543990455284
